id,region,rule,clientMCC,excludeClientMCC,direction,parentTypeId,excludeParentTypeId,priority,keyword,initiationMode,isCashback,channel,isOverdraftProtection,isBankSpecialSavings,isRej,isTermDepositRedemption,isReversal,deviceId,hasInstallments,transactionPurpose,keywordMccCharge,keywordMccNonCharge,activityClass
USA_1___CHARGE__AAA MA,USA,1,,,,CHARGE,,,AAA MA,,,,,,,,,AAA,,,,,
USA_1___CHARGE__AAA MBR,USA,1,,,,CHARGE,,,AAA MBR,,,,,,,,,AAA,,,,,
USA_1___CHARGE__AAA MEMBER,USA,1,,,,CHARGE,,,AAA MEMBER,,,,,,,,,AAA,,,,,
USA_1___CHARGE__AAA MID,USA,1,,,,CHARGE,,,AAA MID,,,,,,,,,AAA,,,,,
USA_1___CHARGE__AAA MO MBR,USA,1,,,,CHARGE,,,AAA MO MBR,,,,,,,,,AAA,,,,,
USA_1___CHARGE__AAA MO MEMB,USA,1,,,,CHARGE,,,AAA MO MEMB,,,,,,,,,AAA,,,,,
USA_1___CHARGE__AAA MSHIP,USA,1,,,,CHARGE,,,AAA MSHIP,,,,,,,,,AAA,,,,,
USA_1___CHARGE__AAA NARRAGANSE,USA,1,,,,CHARGE,,,AAA NARRAGANSE,,,,,,,,,AAA,,,,,
USA_1___CHARGE__AAA NE,USA,1,,,,CHARGE,,,AAA NE,,,,,,,,,AAA,,,,,
USA_1___CHARGE__AAA NHAMIN,USA,1,,,,CHARGE,,,AAA NHAMIN,,,,,,,,,AAA,,,,,
USA_1___CHARGE__AAA NNE,USA,1,,,,CHARGE,,,AAA NNE,,,,,,,,,AAA,,,,,
USA_1___CHARGE__AAA NORTH PENN,USA,1,,,,CHARGE,,,AAA NORTH PENN,,,,,,,,,AAA,,,,,
USA_1___CHARGE__AAA NORTHEAST,USA,1,,,,CHARGE,,,AAA NORTHEAST,,,,,,,,,AAA,,,,,
USA_1___CHARGE__AAA ONLINE,USA,1,,,,CHARGE,,,AAA ONLINE,,,,,,,,,AAA,,,,,
USA_1___CHARGE__AAA PARK,USA,1,,,,CHARGE,,,AAA PARK,,,,,,,,,AAA,,,,,
USA_1___CHARGE__AAA POC,USA,1,,,,CHARGE,,,AAA POC,,,,,,,,,AAA,,,,,
USA_1___CHARGE__AAA PROVI,USA,1,,,,CHARGE,,,AAA PROVI,,,,,,,,,AAA,,,,,
USA_1___CHARGE__AAA READING,USA,1,,,,CHARGE,,,AAA READING,,,,,,,,,AAA,,,,,
USA_1___CHARGE__AAA SUPERNUMBER,USA,1,,,,CHARGE,,,AAA SUPERNUMBER,,,,,,,,,AAA,,,,,
USA_1___CHARGE__AAA TIRE,USA,1,,,,CHARGE,,,AAA TIRE,,,,,,,,,AAA,,,,,
USA_1___CHARGE__AAA TRAVEL,USA,1,,,,CHARGE,,,AAA TRAVEL,,,,,,,,,AAA,,,,,
USA_1___CHARGE__AAA TX,USA,1,,,,CHARGE,,,AAA TX,,,,,,,,,AAA,,,,,
USA_1___CHARGE__AAA W & CENT,USA,1,,,,CHARGE,,,AAA W & CENT,,,,,,,,,AAA,,,,,
USA_1___CHARGE__AAA WESTPORT,USA,1,,,,CHARGE,,,AAA WESTPORT,,,,,,,,,AAA,,,,,
USA_1___CHARGE__AAA-CALL,USA,1,,,,CHARGE,,,AAA-CALL,,,,,,,,,AAA,,,,,
USA_1___CHARGE__AAAMICH,USA,1,,,,CHARGE,,,AAAMICH,,,,,,,,,AAA,,,,,
USA_1___CHARGE__AAANE PROV,USA,1,,,,CHARGE,,,AAANE PROV,,,,,,,,,AAA,,,,,
USA_1___CHARGE__DMV - AAA,USA,1,,,,CHARGE,,,DMV - AAA,,,,,,,,,AAA,,,,,
USA_1___CHARGE__RMV AAA,USA,1,,,,CHARGE,,,RMV AAA,,,,,,,,,AAA,,,,,
USA_1___CHARGE__SQ *AAA,USA,1,,,,CHARGE,,,SQ *AAA,,,,,,,,,AAA,,,,,
USA_1___CHARGE__SQ AAA,USA,1,,,,CHARGE,,,SQ AAA,,,,,,,,,AAA,,,,,
USA_1_____AAA CA INS,USA,1,,,,,,,AAA CA INS,,,,,,,,,AAA INSURANCE,,INSURANCE,,,
USA_1_____AAA CLUB INSUR,USA,1,,,,,,,AAA CLUB INSUR,,,,,,,,,AAA INSURANCE,,INSURANCE,,,
USA_1_____AAA CLUB/INSUR,USA,1,,,,,,,AAA CLUB/INSUR,,,,,,,,,AAA INSURANCE,,INSURANCE,,,
USA_1_____AAA HI INSURANCE,USA,1,,,,,,,AAA HI INSURANCE,,,,,,,,,AAA INSURANCE,,INSURANCE,6300,6300,
USA_1_____AAA INS,USA,1,,,,,,,AAA INS,,,,,,,,,AAA INSURANCE,,INSURANCE,,,
USA_1_____AAA INSURANCE,USA,1,,,,,,,AAA INSURANCE,,,,,,,,,AAA INSURANCE,,INSURANCE,6300,6300,
USA_1_____AAA LIFE,USA,1,,,,,,,AAA LIFE,,,,,,,,,AAA INSURANCE,,INSURANCE,,,
USA_1_____AAA MO INS,USA,1,,,,,,,AAA MO INS,,,,,,,,,AAA INSURANCE,,INSURANCE,,,
USA_1_____AAA NM INS,USA,1,,,,,,,AAA NM INS,,,,,,,,,AAA INSURANCE,,INSURANCE,,,
USA_1_____AAA NNE INS,USA,1,,,,,,,AAA NNE INS,,,,,,,,,AAA INSURANCE,,INSURANCE,,,
USA_1_____AAA PA INS,USA,1,,,,,,,AAA PA INS,,,,,,,,,AAA INSURANCE,,INSURANCE,,,
USA_1_____AAA TX INS,USA,1,,,,,,,AAA TX INS,,,,,,,,,AAA INSURANCE,,INSURANCE,,,
USA_1___CHARGE__ABC FINE WINE,USA,1,,,,CHARGE,,,ABC FINE WINE,,,,,,,,,ABC FINE WINE,,,,,
UNI_1___CHARGE__ABC FINE,UNI,1,,,,CHARGE,,,ABC FINE,,,,,,,,,ABC FINE WINE & SPIRITS,,,,,
UNI_1___CHARGE__ABCMOUSE,UNI,1,,,,CHARGE,,,ABCMOUSE,,,,,,,,,ABCMOUSE,,,,,
UNI_1___CHARGE__ABEBOOKS,UNI,1,,,,CHARGE,,,ABEBOOKS,,,Online,,,,,,ABEBOOKS,,,,,
UNI_1___CHARGE__ABERCROMBIE   FITCH,UNI,1,,,,CHARGE,,,ABERCROMBIE   FITCH,,,,,,,,,ABERCROMBIE,,,,,
UNI_1___CHARGE__ABERCROMBIE & FI,UNI,1,,,,CHARGE,,,ABERCROMBIE & FI,,,,,,,,,ABERCROMBIE,,,,,
UNI_1___CHARGE__ABERCROMBIE FITC,UNI,1,,,,CHARGE,,,ABERCROMBIE FITC,,,,,,,,,ABERCROMBIE,,,,,
USA_1___CHARGE__ABM PARKING,USA,1,,,,CHARGE,,,ABM PARKING,,,,,,,,,ABM PARKING,,,,,
USA_1___CHARGE__AC MOORE STR,USA,1,,,,CHARGE,,,AC MOORE STR,,,,,,,,,AC MOORE STR,,,,,
ISR_1___CHARGE__אייס אלקטריק,ISR,1,,,,CHARGE,,,אייס אלקטריק,,,,,,,,,ACE ELECTRIC,,,,,
UNI_2___CHARGE__ACE BUILDING CENT,UNI,2,,,,CHARGE,,,ACE BUILDING CENT,,,,,,,,,ACE HARDWARE,,,,,
UNI_1___CHARGE__ACE FIX-IT,UNI,1,,,,CHARGE,,,ACE FIX-IT,,,,,,,,,ACE HARDWARE,,,,,
UNI_2___CHARGE__ACE HARD,UNI,2,,,,CHARGE,,,ACE HARD,,,,,,,,,ACE HARDWARE,,,,,
UNI_2___CHARGE__ACE HARDW,UNI,2,,,,CHARGE,,,ACE HARDW,,,,,,,,,ACE HARDWARE,,,,,
UNI_2___CHARGE__ACE HARDWA,UNI,2,,,,CHARGE,,,ACE HARDWA,,,,,,,,,ACE HARDWARE,,,,,
UNI_2___CHARGE__ACE HARDWAR,UNI,2,,,,CHARGE,,,ACE HARDWAR,,,,,,,,,ACE HARDWARE,,,,,
UNI_2___CHARGE__ACE HARDWARE,UNI,2,,,,CHARGE,,,ACE HARDWARE,,,,,,,,,ACE HARDWARE,,,,,
UNI_2___CHARGE__ACE HDW,UNI,2,,,,CHARGE,,,ACE HDW,,,,,,,,,ACE HARDWARE,,,,,
UNI_2___CHARGE__ACE HDWE,UNI,2,,,,CHARGE,,,ACE HDWE,,,,,,,,,ACE HARDWARE,,,,,
UNI_2___CHARGE__ACE HDWR,UNI,2,,,,CHARGE,,,ACE HDWR,,,,,,,,,ACE HARDWARE,,,,,
UNI_1___CHARGE__ACE HOME CENT,UNI,1,,,,CHARGE,,,ACE HOME CENT,,,,,,,,,ACE HARDWARE,,,,,
UNI_1___CHARGE__ACEHARDWARE,UNI,1,,,,CHARGE,,,ACEHARDWARE,,,,,,,,,ACE HARDWARE,,,,,
UNI_2___CHARGE__ELDERS ACE,UNI,2,,,,CHARGE,,,ELDERS ACE,,,,,,,,,ACE HARDWARE,,,,,
UNI_2___CHARGE__ELDER'S ACE,UNI,2,,,,CHARGE,,,ELDER'S ACE,,,,,,,,,ACE HARDWARE,,,,,
UNI_1___CHARGE__HARDWARE - ACE,UNI,1,,,,CHARGE,,,HARDWARE - ACE,,,,,,,,,ACE HARDWARE,,,,,
USA_1___CHARGE__LOWES ACE,USA,1,,,,CHARGE,,,LOWES ACE,,,,,,,,,ACE HARDWARE,,,,,
USA_1___CHARGE__LOWE'S ACE,USA,1,,,,CHARGE,,,LOWE'S ACE,,,,,,,,,ACE HARDWARE,,,,,
SGP_1_____CPF BOARD,SGP,1,,,,,,,CPF BOARD,,,,,,,,,CENTRAL PROVIDENT FUND,,,9399,9399,
UNI_1_____ACORNS SUBSCRIPTION,UNI,1,,,,,,,ACORNS SUBSCRIPTION,,,,,,,,,ACORNS,,INVESTMENT,77,77,
UNI_1___CHARGE__ADIDAS,UNI,1,,,,CHARGE,,,ADIDAS,,,,,,,,,ADIDAS,,,,,
UNI_1_____ADIDAS TDC CATER,UNI,1,,,,,,,ADIDAS TDC CATER,,,,,,,,,ADIDAS TDC CATERING,,,5811,5811,
ISR_1___CHARGE__ADIKA,ISR,1,,,,CHARGE,,,ADIKA,,,,,,,,,ADIKA,,,,,
UNI_1___CHARGE__ADOBESYSTEM,UNI,1,,,,CHARGE,,,ADOBESYSTEM,,,,,,,,,ADOBE,,,,,
UNI_1___CHARGE__ADOBE ACRO,UNI,1,,,,CHARGE,,,ADOBE ACRO,,,,,,,,,ADOBE ACROBAT,,,,,
UNI_1___CHARGE__ADOBE EXPORTPDF,UNI,1,,,,CHARGE,,,ADOBE EXPORTPDF,,,,,,,,,ADOBE ACROBAT,,,,,
UNI_1___CHARGE__ADOBE *ID CREATIVE,UNI,1,,,,CHARGE,,,ADOBE *ID CREATIVE,,,,,,,,,ADOBE CREATIVE,,,,,
UNI_1___CHARGE__ADOBE *PHOTOGPHY,UNI,1,,,,CHARGE,,,ADOBE *PHOTOGPHY,,,,,,,,,ADOBE CREATIVE,,,,,
UNI_1___CHARGE__ADOBE *PS CREATIVE,UNI,1,,,,CHARGE,,,ADOBE *PS CREATIVE,,,,,,,,,ADOBE CREATIVE,,,,,
UNI_1___CHARGE__ADOBE AFTER,UNI,1,,,,CHARGE,,,ADOBE AFTER,,,,,,,,,ADOBE CREATIVE,,,,,
UNI_1___CHARGE__ADOBE AUDITION,UNI,1,,,,CHARGE,,,ADOBE AUDITION,,,,,,,,,ADOBE CREATIVE,,,,,
UNI_1___CHARGE__ADOBE CREATIVE,UNI,1,,,,CHARGE,,,ADOBE CREATIVE,,,,,,,,,ADOBE CREATIVE,,,,,
UNI_1___CHARGE__ADOBE CRTV,UNI,1,,,,CHARGE,,,ADOBE CRTV,,,,,,,,,ADOBE CREATIVE,,,,,
UNI_1___CHARGE__ADOBE ID CREATIVE,UNI,1,,,,CHARGE,,,ADOBE ID CREATIVE,,,,,,,,,ADOBE CREATIVE,,,,,
UNI_1___CHARGE__ADOBE IL CLOUD,UNI,1,,,,CHARGE,,,ADOBE IL CLOUD,,,,,,,,,ADOBE CREATIVE,,,,,
UNI_1___CHARGE__ADOBE IL CREATIVE,UNI,1,,,,CHARGE,,,ADOBE IL CREATIVE,,,,,,,,,ADOBE CREATIVE,,,,,
UNI_1___CHARGE__ADOBE PHOTOGPHY,UNI,1,,,,CHARGE,,,ADOBE PHOTOGPHY,,,,,,,,,ADOBE CREATIVE,,,,,
UNI_1___CHARGE__ADOBE PR CREATIVE,UNI,1,,,,CHARGE,,,ADOBE PR CREATIVE,,,,,,,,,ADOBE CREATIVE,,,,,
UNI_1___CHARGE__ADOBE PS CREATIVE,UNI,1,,,,CHARGE,,,ADOBE PS CREATIVE,,,,,,,,,ADOBE CREATIVE,,,,,
UNI_1___CHARGE__CREATIVE CLD,UNI,1,,,,CHARGE,,,CREATIVE CLD,,,,,,,,,ADOBE CREATIVE,,,,,
UNI_1___CHARGE__CREATIVE CLOUD,UNI,1,,,,CHARGE,,,CREATIVE CLOUD,,,,,,,,,ADOBE CREATIVE,,,,,
UNI_1___CHARGE__CREATIVECLOUD,UNI,1,,,,CHARGE,,,CREATIVECLOUD,,,,,,,,,ADOBE CREATIVE,,,,,
UNI_1___CHARGE__PHOTOSHOP ADOBE,UNI,1,,,,CHARGE,,,PHOTOSHOP ADOBE,,,,,,,,,ADOBE CREATIVE,,,,,
UNI_1___CHARGE__PHTOSHP LIGHTRM,UNI,1,,,,CHARGE,,,PHTOSHP LIGHTRM,,,,,,,,,ADOBE CREATIVE,,,,,
UNI_1___CHARGE__PHOTOSHOP ELEMENTS,UNI,1,,,,CHARGE,,,PHOTOSHOP ELEMENTS,,,,,,,,,ADOBE CREATIVE,,,,,
UNI_1___CHARGE__ADOBE INC,UNI,1,,,,CHARGE,,,ADOBE INC,,,,,,,,,ADOBE INC,,,,,
UNI_1___CHARGE__ADOBE *PRODUCTS,UNI,1,,,,CHARGE,,,ADOBE *PRODUCTS,,,,,,,,,ADOBE PRODUCTS,,,,,
UNI_1___CHARGE__ADOBE PRODUCTS,UNI,1,,,,CHARGE,,,ADOBE PRODUCTS,,,,,,,,,ADOBE PRODUCTS,,,,,
UNI_1___CHARGE__ADOBE STOCK,UNI,1,,,,CHARGE,,,ADOBE STOCK,,,,,,,,,ADOBE STOCK,,,,,
UNI_1___CHARGE__ADOBE SYSTEM,UNI,1,,,,CHARGE,,,ADOBE SYSTEM,,,,,,,,,ADOBE SYSTEMS,,,,,
UNI_1_____ADONIS NUSKIN,UNI,1,,,,,,,ADONIS NUSKIN,,,,,,,,,ADONIS NUSKIN,,,,,
UNI_1___CHARGE__ADORE ME,UNI,1,,,,CHARGE,,,ADORE ME,,,,,,,,,ADORE ME,,,,,
USA_1___CHARGE__ADT-,USA,1,,,,CHARGE,,,ADT-,,,,,,,,,ADT SECURITY,,,,,
UNI_1___CHARGE__ADT SEC,UNI,1,,,,CHARGE,,,ADT SEC,,,,,,,,,ADT SECURITY,,,,,
UNI_1___CHARGE__ADT SECURITY,UNI,1,,,,CHARGE,,,ADT SECURITY,,,,,,,,,ADT SECURITY,,,,,
UNI_1___CHARGE__ADTSECU,UNI,1,,,,CHARGE,,,ADTSECU,,,,,,,,,ADT SECURITY,,,,,
USA_1___CHARGE__ADVANCE AUTO P,USA,1,,,,CHARGE,,,ADVANCE AUTO P,,,,,,,,,ADVANCE AUTO PARTS,,,,,
SGP_1___CHARGE__AEON DEPT,SGP,1,,,,CHARGE,,,AEON DEPT,,,,,,,,,AEON,,,,,
HKG_1___CHARGE__AEON DEPT,HKG,1,,,,CHARGE,,,AEON DEPT,,,,,,,,,AEON,,,,,
SGP_1___CHARGE__AEON MALL,SGP,1,,,,CHARGE,,,AEON MALL,,,,,,,,,AEON,,,,,
HKG_1___CHARGE__AEON MALL,HKG,1,,,,CHARGE,,,AEON MALL,,,,,,,,,AEON,,,,,
SGP_1___CHARGE__AEONMALL,SGP,1,,,,CHARGE,,,AEONMALL,,,,,,,,,AEON,,,,,
HKG_1___CHARGE__AEONMALL,HKG,1,,,,CHARGE,,,AEONMALL,,,,,,,,,AEON,,,,,
UNI_1___CHARGE__AMERICAN ELECTRI,UNI,1,,,,CHARGE,,,AMERICAN ELECTRI,,,,,,,,,AEP - AMERICAN ELECTRIC POWER,,,,,
IRL_1_____AER LINGU,IRL,1,,,,,,,AER LINGU,,,,,,,,,AER LINGUS,,,,,
IRL_2_____AERLING,IRL,2,,,,,,,AERLING,,,Online,,,,,,AER LINGUS,,,,,
UNI_1___CHARGE__AEROPOSTALE,UNI,1,,,,CHARGE,,,AEROPOSTALE,,,,,,,,,AEROPOSTALE,,,,,
UNI_1_____AETNA HEALTH,UNI,1,,,,,,,AETNA HEALTH,,,,,,,,,AETNA,,INSURANCE,,,
UNI_1_____AETNA INC,UNI,1,,,,,,,AETNA INC,,,,,,,,,AETNA,,INSURANCE,,,
UNI_1_____AETNA INS,UNI,1,,,,,,,AETNA INS,,,,,,,,,AETNA,,INSURANCE,,,
UNI_1_____AETNA LIFE,UNI,1,,,,,,,AETNA LIFE,,,,,,,,,AETNA,,INSURANCE,,,
UNI_1_____AETNA MEDICARE,UNI,1,,,,,,,AETNA MEDICARE,,,,,,,,,AETNA,,INSURANCE,,,
UNI_1_____AETNA PROVID,UNI,1,,,,,,,AETNA PROVID,,,,,,,,,AETNA,,INSURANCE,,,
UNI_1_____AETNAINS,UNI,1,,,,,,,AETNAINS,,,,,,,,,AETNA,,INSURANCE,,,
USA_1_____AFFIRM.COM,USA,1,,,,,,,AFFIRM.COM,,,,,,,,,AFFIRM,,LOAN,122,122,
UNI_1_____AFLAC,UNI,1,,,,,,,AFLAC,,,,,,,,,AFLAC,,INSURANCE,,,
UNI_1___CHARGE__AFTERPAY,UNI,1,,,,CHARGE,,,AFTERPAY,,,,,,,,,AFTERPAY,,,5999,,
SGP_1___CHARGE__AGENCY FOR INTEGRATED CARE,SGP,1,,,,CHARGE,,,AGENCY FOR INTEGRATED CARE,,,,,,,,,AGENCY FOR INTEGRATED CARE,,,,,
UNI_2___CHARGE__AGODA,UNI,2,,,,CHARGE,,,AGODA,,,,,,,,,AGODA,,,,,
UNI_2___CHARGE__AGODA.COM,UNI,2,,,,CHARGE,,,AGODA.COM,,,,,,,,,AGODA.COM,,,,,
SGP_1_____AIA INSURANCE,SGP,1,,,,,,,AIA INSURANCE,,,,,,,,,AIA INSURANCE,,INSURANCE,6300,6300,
SGP_1_____AIA SG,SGP,1,,,,,,,AIA SG,,,,,,,,,AIA INSURANCE,,INSURANCE,,,
SGP_1_____AIA SINGAPORE,SGP,1,,,,,,,AIA SINGAPORE,,,,,,,,,AIA INSURANCE,,INSURANCE,,,
SGP_2_____GRO AIA,SGP,2,,,,,,,GRO AIA,,,,,,,,,AIA INSURANCE,,INSURANCE,,,
SGP_2_____INS AIA,SGP,2,,,,,,,INS AIA,,,,,,,,,AIA INSURANCE,,INSURANCE,,,
IRL_1_____AIB BANK CARD,IRL,1,,,,,,,AIB BANK CARD,,,,,,,,,AIB CREDIT CARD,,CARDPAYMENT,25,25,
GBR_1_____AIB BANK CARD,GBR,1,,,,,,,AIB BANK CARD,,,,,,,,,AIB CREDIT CARD,,CARDPAYMENT,25,25,
IRL_1_____AIB CARD,IRL,1,,,,,,,AIB CARD,,,,,,,,,AIB CREDIT CARD,,CARDPAYMENT,25,25,
IRL_1_____AIB CR,IRL,1,,,,,,,AIB CR,,,,,,,,,AIB CREDIT CARD,,CARDPAYMENT,25,25,
GBR_1_____AIB CARD,GBR,1,,,,,,,AIB CARD,,,,,,,,,AIB CREDIT CARD,,CARDPAYMENT,25,25,
IRL_1_____AIB CR CARD,IRL,1,,,,,,,AIB CR CARD,,,,,,,,,AIB CREDIT CARD,,CARDPAYMENT,25,25,
IRL_1_____AIB CREDIT CARD,IRL,1,,,,,,,AIB CREDIT CARD,,,,,,,,,AIB CREDIT CARD,,CARDPAYMENT,25,25,
GBR_1_____AIB CR,GBR,1,,,,,,,AIB CR,,,,,,,,,AIB CREDIT CARD,,CARDPAYMENT,25,25,
IRL_1_____AIB MASTERCARD,IRL,1,,,,,,,AIB MASTERCARD,,,,,,,,,AIB CREDIT CARD,,CARDPAYMENT,25,25,
IRL_1_____AIB VISA,IRL,1,,,,,,,AIB VISA,,,,,,,,,AIB CREDIT CARD,,CARDPAYMENT,25,25,
GBR_1_____AIB CR CARD,GBR,1,,,,,,,AIB CR CARD,,,,,,,,,AIB CREDIT CARD,,CARDPAYMENT,25,25,
SGP_2_____AIG,SGP,2,,,,,,,AIG,,,,,,,,,AIG,,INSURANCE,,,
SGP_1_____AIG-,SGP,1,,,,,,,AIG-,,,,,,,,,AIG,,INSURANCE,,,
SGP_1_____AIG -,SGP,1,,,,,,,AIG -,,,,,,,,,AIG,,INSURANCE,,,
UNI_1___CHARGE__AIR ASIA,UNI,1,,,,CHARGE,,,AIR ASIA,,,,,,,,,AIR ASIA,,,,,
UNI_1___CHARGE__AIRASIA,UNI,1,,,,CHARGE,,,AIRASIA,,,,,,,,,AIR ASIA,,,,,
UNI_2___CHARGE__AIR CAN,UNI,2,,,,CHARGE,,,AIR CAN,,,,,,,,,AIR CANADA,,,,,
UNI_1___CHARGE__AIR CANADA,UNI,1,,,,CHARGE,,,AIR CANADA,,,,,,,,,AIR CANADA,,,,,
UNI_1___CHARGE__AIRCANAD,UNI,1,,,,CHARGE,,,AIRCANAD,,,,,,,,,AIR CANADA,,,,,
UNI_1____0_AIR CANADA PENSION,UNI,1,,,,,,0,AIR CANADA PENSION,,,,,,,,,AIR CANADA PENSION,,PENSION,28,28,
UNI_1____0_AIR CANADA RETIREMENT PAYROLL,UNI,1,,,,,,0,AIR CANADA RETIREMENT PAYROLL,,,,,,,,,AIR CANADA RETIREMENT PAYROLL,,PENSION,28,28,
UNI_2___CHARGE__AIR FRANC,UNI,2,,,,CHARGE,,,AIR FRANC,,,,,,,,,AIR FRANCE,,,,,
UNI_1___CHARGE__AIRINDIA,UNI,1,,,,CHARGE,,,AIRINDIA,,,,,,,,,AIR INDIA,,,,,
UNI_1___CHARGE__AIRBNB,UNI,1,,,,CHARGE,,,AIRBNB,,,Online,,,,,,AIRBNB,,,,,
JPN_1___CHARGE__エアビーアンドビー,JPN,1,,,,CHARGE,,,エアビーアンドビー,,,Online,,,,,,AIRBNB,,,,,
TWN_1___CHARGE__住家分享平臺,TWN,1,,,,CHARGE,,,住家分享平臺,,,Online,,,,,,AIRBNB,,,,,
HKG_1___CHARGE__住家分享平臺,HKG,1,,,,CHARGE,,,住家分享平臺,,,Online,,,,,,AIRBNB,,,,,
TWN_1___CHARGE__共用,TWN,1,,,,CHARGE,,,共用,,,Online,,,,,,AIRBNB,,,,,
HKG_1___CHARGE__共用,HKG,1,,,,CHARGE,,,共用,,,Online,,,,,,AIRBNB,,,,,
TWN_1___CHARGE__愛彼迎,TWN,1,,,,CHARGE,,,愛彼迎,,,Online,,,,,,AIRBNB,,,,,
HKG_1___CHARGE__愛彼迎,HKG,1,,,,CHARGE,,,愛彼迎,,,Online,,,,,,AIRBNB,,,,,
TWN_1___CHARGE__民宿,TWN,1,,,,CHARGE,,,民宿,,,Online,,,,,,AIRBNB,,,,,
HKG_1___CHARGE__民宿,HKG,1,,,,CHARGE,,,民宿,,,Online,,,,,,AIRBNB,,,,,
TWN_1___CHARGE__短租公寓,TWN,1,,,,CHARGE,,,短租公寓,,,Online,,,,,,AIRBNB,,,,,
HKG_1___CHARGE__短租公寓,HKG,1,,,,CHARGE,,,短租公寓,,,Online,,,,,,AIRBNB,,,,,
CAN_2___CHARGE__AIR-SERV,CAN,2,,,,CHARGE,,,AIR-SERV,,,,,,,,,AIR-SERV,,,,,
CAN_2___CHARGE__AIR-SERV CENTEX,CAN,2,,,,CHARGE,,,AIR-SERV CENTEX,,,,,,,,,AIR-SERV,,,,,
CAN_2___CHARGE__AIR-SERV CHEVRON,CAN,2,,,,CHARGE,,,AIR-SERV CHEVRON,,,,,,,,,AIR-SERV,,,,,
CAN_2___CHARGE__AIR-SERV CIRCLE,CAN,2,,,,CHARGE,,,AIR-SERV CIRCLE,,,,,,,,,AIR-SERV,,,,,
CAN_2___CHARGE__AIR-SERV ESSO,CAN,2,,,,CHARGE,,,AIR-SERV ESSO,,,,,,,,,AIR-SERV,,,,,
CAN_2___CHARGE__AIR-SERV HUSKY,CAN,2,,,,CHARGE,,,AIR-SERV HUSKY,,,,,,,,,AIR-SERV,,,,,
CAN_2___CHARGE__AIR-SERV MAC'S,CAN,2,,,,CHARGE,,,AIR-SERV MAC'S,,,,,,,,,AIR-SERV,,,,,
CAN_2___CHARGE__AIR-SERV MACEWEN,CAN,2,,,,CHARGE,,,AIR-SERV MACEWEN,,,,,,,,,AIR-SERV,,,,,
CAN_2___CHARGE__AIR-SERV SOBEYS,CAN,2,,,,CHARGE,,,AIR-SERV SOBEYS,,,,,,,,,AIR-SERV,,,,,
UNI_2___CHARGE__AKISMET,UNI,2,,,,CHARGE,,,AKISMET,,,,,,,,,AKISMET,,,,,
SGP_1___CHARGE__AL BARAKAH,SGP,1,,,,CHARGE,,,AL BARAKAH,,,,,,,,,AL BARAKAH,,,,,
SGP_1___CHARGE__AL-BARAKAH,SGP,1,,,,CHARGE,,,AL-BARAKAH,,,,,,,,,AL BARAKAH,,,,,
USA_1___CHARGE__A.L. PRIME,USA,1,,,,CHARGE,,,A.L. PRIME,,,,,,,,,AL PRIME,,,,,
USA_2___CHARGE__AL PRIME,USA,2,,,,CHARGE,,,AL PRIME,,,,,,,,,AL PRIME,,,,,
UNI_1___CHARGE__ALAMO CAR,UNI,1,,,,CHARGE,,,ALAMO CAR,,,,,,,,,ALAMO RENT A CAR,,,,,
UNI_1___CHARGE__ALAMO RENT,UNI,1,,,,CHARGE,,,ALAMO RENT,,,,,,,,,ALAMO RENT A CAR,,,,,
UNI_1___CHARGE__ALAMO TOLL,UNI,1,,,,CHARGE,,,ALAMO TOLL,,,,,,,,,ALAMO RENT A CAR,,,,,
UNI_1___CHARGE__ALAMOCAR,UNI,1,,,,CHARGE,,,ALAMOCAR,,,,,,,,,ALAMO RENT A CAR,,,,,
USA_1___CHARGE__ALBERTSONS,USA,1,,,,CHARGE,,,ALBERTSONS,,,,,,,,,ALBERTSONS,,,,,
UNI_2___CHARGE__ALDI,UNI,2,,,,CHARGE,,,ALDI,,,,,,,,,ALDI,,,,,
UNI_1___CHARGE__ALDI MARCHE,UNI,1,,,,CHARGE,,,ALDI MARCHE,,,,,,,,,ALDI,,,,,
UNI_1___CHARGE__ALDI STORE,UNI,1,,,,CHARGE,,,ALDI STORE,,,,,,,,,ALDI,,,,,
UNI_1___CHARGE__ALDI SUED,UNI,1,,,,CHARGE,,,ALDI SUED,,,,,,,,,ALDI,,,,,
UNI_1___CHARGE__ALDI SUISSE,UNI,1,,,,CHARGE,,,ALDI SUISSE,,,,,,,,,ALDI,,,,,
UNI_1___CHARGE__ALDI SAGT,UNI,1,,,,CHARGE,,,ALDI SAGT,,,,,,,,,ALDI,,,,,
UNI_1___CHARGE__ALDO-,UNI,1,,,,CHARGE,,,ALDO-,,,,,,,,,ALDO,,,,,
UNI_1___CHARGE__ALDO -,UNI,1,,,,CHARGE,,,ALDO -,,,,,,,,,ALDO,,,,,
UNI_1___CHARGE__ALDO CHANGI,UNI,1,,,,CHARGE,,,ALDO CHANGI,,,,,,,,,ALDO,,,,,
UNI_1___CHARGE__ALDO SHOES,UNI,1,,,,CHARGE,,,ALDO SHOES,,,,,,,,,ALDO,,,,,
UNI_1___CHARGE__ALDO VIVOCITY,UNI,1,,,,CHARGE,,,ALDO VIVOCITY,,,,,,,,,ALDO,,,,,
ISR_1___CHARGE__נעלי אלדו,ISR,1,,,,CHARGE,,,נעלי אלדו,,,,,,,,,ALDO,,,,,
